Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
setText,Chrome 69.0.3497.100,,2018-10-11 18:21:26,2018-10-11 18:21:26,0.162s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-11 18:21:26,2018-10-11 18:21:26,0.153s,PASSED
click,Chrome 69.0.3497.100,,2018-10-11 18:21:26,2018-10-11 18:21:27,0.685s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-11 18:21:27,2018-10-11 18:21:27,0.032s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-11 18:21:27,2018-10-11 18:21:27,0.753s,PASSED
,,,,,,
Test Cases/Consumer/Sign Up/ConsSig_01_13_Verify that submitting successfully if full-fill valid information,Chrome 69.0.3497.100,Successfully confirm account to test the account created correctly,2018-10-11 18:21:27,2018-10-11 18:21:46,18.994s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,,2018-10-11 18:21:28,2018-10-11 18:21:33,5.771s,PASSED
customkeyword.CommonKeyword.CheckYopmailLink,Chrome 69.0.3497.100,,2018-10-11 18:21:33,2018-10-11 18:21:38,4.916s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,,2018-10-11 18:21:38,2018-10-11 18:21:44,5.438s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-11 18:21:44,2018-10-11 18:21:44,0.036s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-11 18:21:44,2018-10-11 18:21:44,0.162s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-11 18:21:44,2018-10-11 18:21:44,0.216s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-11 18:21:44,2018-10-11 18:21:44,0.163s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-11 18:21:44,2018-10-11 18:21:45,0.163s,PASSED
click,Chrome 69.0.3497.100,,2018-10-11 18:21:45,2018-10-11 18:21:46,1.164s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-11 18:21:46,2018-10-11 18:21:46,0.029s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-11 18:21:46,2018-10-11 18:21:46,0.745s,PASSED
