Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,,2018-10-12 21:30:00,2018-10-12 21:30:05,5.820s,PASSED
customkeyword.CommonKeyword.CheckYopmailLink,Chrome 69.0.3497.100,,2018-10-12 21:30:05,2018-10-12 21:30:11,5.713s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,,2018-10-12 21:30:11,2018-10-12 21:30:16,4.883s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-12 21:30:16,2018-10-12 21:30:16,0.039s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 21:30:16,2018-10-12 21:30:16,0.230s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 21:30:16,2018-10-12 21:30:17,0.189s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 21:30:17,2018-10-12 21:30:17,0.182s,PASSED
click,Chrome 69.0.3497.100,,2018-10-12 21:30:17,2018-10-12 21:30:17,0.549s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-12 21:30:17,2018-10-12 21:30:17,0.033s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-12 21:30:17,2018-10-12 21:30:18,0.776s,PASSED
,,,,,,
Test Cases/Consumer/Sign Up/ConsSig_01_13_Verify that submitting successfully if full-fill valid information,Chrome 69.0.3497.100,Successfully confirm account to test the account created correctly,2018-10-12 21:30:18,2018-10-12 21:30:35,17.389s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,,2018-10-12 21:30:18,2018-10-12 21:30:24,5.475s,PASSED
customkeyword.CommonKeyword.CheckYopmailLink,Chrome 69.0.3497.100,,2018-10-12 21:30:24,2018-10-12 21:30:28,4.645s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,,2018-10-12 21:30:28,2018-10-12 21:30:32,4.070s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-12 21:30:32,2018-10-12 21:30:33,0.064s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 21:30:33,2018-10-12 21:30:33,0.234s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 21:30:33,2018-10-12 21:30:33,0.169s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 21:30:33,2018-10-12 21:30:33,0.158s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 21:30:33,2018-10-12 21:30:33,0.152s,PASSED
click,Chrome 69.0.3497.100,,2018-10-12 21:30:33,2018-10-12 21:30:35,1.393s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-12 21:30:35,2018-10-12 21:30:35,0.037s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-12 21:30:35,2018-10-12 21:30:35,0.762s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_03_Verify that user login invalid email shows error message,Chrome 69.0.3497.100,Input invalid email to test error message,2018-10-12 21:30:35,2018-10-12 21:30:45,9.477s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Open Consumer Login page,2018-10-12 21:30:36,2018-10-12 21:30:42,6.607s,PASSED
customkeyword.CommonKeyword.LoginConsumer,Chrome 69.0.3497.100,Login Invalid Consumer Email,2018-10-12 21:30:42,2018-10-12 21:30:44,1.855s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify error message,2018-10-12 21:30:44,2018-10-12 21:30:44,0.034s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-12 21:30:44,2018-10-12 21:30:45,0.727s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_04_Verify that user login invalid password shows error message,Chrome 69.0.3497.100,Input invalid password to test error message,2018-10-12 21:30:45,2018-10-12 21:30:55,9.548s,PASSED
Statement - Try,Chrome 69.0.3497.100,,2018-10-12 21:30:45,2018-10-12 21:30:54,8.454s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-12 21:30:54,2018-10-12 21:30:54,0.719s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_05_Verify that clicking on Cancel button to cancel login and redirect to Pirq homepage,Chrome 69.0.3497.100,Test cancel button,2018-10-12 21:30:55,2018-10-12 21:31:04,9.396s,PASSED
