Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
customkeyword.CommonKeyword.CheckYopmailLink,Chrome 69.0.3497.100,Check user inbox,2018-10-15 15:52:18,2018-10-15 15:52:24,5.945s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,Switch to control Pirq page,2018-10-15 15:52:24,2018-10-15 15:52:27,3.506s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify page,2018-10-15 15:52:27,2018-10-15 15:52:27,0.061s,PASSED
setText,Chrome 69.0.3497.100,Set first name,2018-10-15 15:52:27,2018-10-15 15:52:27,0.278s,PASSED
setText,Chrome 69.0.3497.100,Verify last name,2018-10-15 15:52:27,2018-10-15 15:52:28,0.291s,PASSED
click,Chrome 69.0.3497.100,Click confirm button,2018-10-15 15:52:28,2018-10-15 15:52:28,0.530s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point,2018-10-15 15:52:28,2018-10-15 15:52:28,0.048s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-15 15:52:28,2018-10-15 15:52:29,0.790s,PASSED
,,,,,,
Test Cases/Consumer/Sign Up/ConsSig_01_10_Verify that submitting confirm account with password lessthan 8 characters,Chrome 69.0.3497.100,Input password less than 8 digits to test error message,2018-10-15 15:52:29,2018-10-15 15:52:48,18.499s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to user inbox,2018-10-15 15:52:30,2018-10-15 15:52:36,6.666s,PASSED
customkeyword.CommonKeyword.CheckYopmailLink,Chrome 69.0.3497.100,Check user inbox,2018-10-15 15:52:36,2018-10-15 15:52:41,4.959s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,Switch to cotrol Pirq tab,2018-10-15 15:52:41,2018-10-15 15:52:45,3.698s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify page,2018-10-15 15:52:45,2018-10-15 15:52:45,0.053s,PASSED
setText,Chrome 69.0.3497.100,Set first name,2018-10-15 15:52:45,2018-10-15 15:52:45,0.399s,PASSED
setText,Chrome 69.0.3497.100,Set last name,2018-10-15 15:52:45,2018-10-15 15:52:46,0.416s,PASSED
setText,Chrome 69.0.3497.100,Set password,2018-10-15 15:52:46,2018-10-15 15:52:46,0.327s,PASSED
click,Chrome 69.0.3497.100,Click confirm button,2018-10-15 15:52:46,2018-10-15 15:52:47,0.728s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point,2018-10-15 15:52:47,2018-10-15 15:52:47,0.044s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-15 15:52:47,2018-10-15 15:52:48,0.798s,PASSED
,,,,,,
Test Cases/Consumer/Sign Up/ConsSig_01_11_Verify that submitting confirm account with password no alphabet character,Chrome 69.0.3497.100,,2018-10-15 15:52:48,2018-10-15 15:53:06,18.499s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to user inbox,2018-10-15 15:52:48,2018-10-15 15:52:54,6.465s,PASSED
customkeyword.CommonKeyword.CheckYopmailLink,Chrome 69.0.3497.100,Check user inbox,2018-10-15 15:52:54,2018-10-15 15:53:00,5.619s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,Switch to control Pirq tab,2018-10-15 15:53:00,2018-10-15 15:53:03,3.360s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify direct link,2018-10-15 15:53:03,2018-10-15 15:53:03,0.054s,PASSED
setText,Chrome 69.0.3497.100,Verify first name,2018-10-15 15:53:03,2018-10-15 15:53:04,0.435s,PASSED
setText,Chrome 69.0.3497.100,Verify last name,2018-10-15 15:53:04,2018-10-15 15:53:04,0.467s,PASSED
setText,Chrome 69.0.3497.100,Verify password,2018-10-15 15:53:04,2018-10-15 15:53:05,0.302s,PASSED
click,Chrome 69.0.3497.100,Click confirm button,2018-10-15 15:53:05,2018-10-15 15:53:05,0.582s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point,2018-10-15 15:53:05,2018-10-15 15:53:05,0.035s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-15 15:53:05,2018-10-15 15:53:06,0.867s,PASSED
,,,,,,
Test Cases/Consumer/Sign Up/ConsSig_01_12_Verify that submitting confirm account with invalid confirm-password,Chrome 69.0.3497.100,,2018-10-15 15:53:06,2018-10-15 15:53:25,18.472s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to user inbox,2018-10-15 15:53:06,2018-10-15 15:53:13,6.649s,PASSED
customkeyword.CommonKeyword.CheckYopmailLink,Chrome 69.0.3497.100,Check user inbox,2018-10-15 15:53:13,2018-10-15 15:53:19,5.957s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,Switch to control Pirq tab,2018-10-15 15:53:19,2018-10-15 15:53:23,3.443s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify direct link,2018-10-15 15:53:23,2018-10-15 15:53:23,0.086s,PASSED
setText,Chrome 69.0.3497.100,Set first name,2018-10-15 15:53:23,2018-10-15 15:53:23,0.219s,PASSED
setText,Chrome 69.0.3497.100,Set last name,2018-10-15 15:53:23,2018-10-15 15:53:23,0.218s,PASSED
setText,Chrome 69.0.3497.100,Set password,2018-10-15 15:53:23,2018-10-15 15:53:23,0.189s,PASSED
click,Chrome 69.0.3497.100,Click Confirm button,2018-10-15 15:53:23,2018-10-15 15:53:24,0.514s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point,2018-10-15 15:53:24,2018-10-15 15:53:24,0.041s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-15 15:53:24,2018-10-15 15:53:25,0.811s,PASSED
,,,,,,
Test Cases/Consumer/Sign Up/ConsSig_01_13_Verify that submitting successfully if full-fill valid information,Chrome 69.0.3497.100,Successfully confirm account to test the account created correctly,2018-10-15 15:53:25,2018-10-15 15:53:42,17.466s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to User inbox,2018-10-15 15:53:25,2018-10-15 15:53:31,5.891s,PASSED
customkeyword.CommonKeyword.CheckYopmailLink,Chrome 69.0.3497.100,Check Unser inbox,2018-10-15 15:53:31,2018-10-15 15:53:35,4.551s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,Switch to control Pirq tab,2018-10-15 15:53:35,2018-10-15 15:53:39,3.772s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verfiy direct link,2018-10-15 15:53:39,2018-10-15 15:53:39,0.055s,PASSED
setText,Chrome 69.0.3497.100,Set First Name,2018-10-15 15:53:39,2018-10-15 15:53:39,0.231s,PASSED
setText,Chrome 69.0.3497.100,Set Last name,2018-10-15 15:53:39,2018-10-15 15:53:40,0.202s,PASSED
setText,Chrome 69.0.3497.100,Set password,2018-10-15 15:53:40,2018-10-15 15:53:40,0.193s,PASSED
setText,Chrome 69.0.3497.100,Set confirm password,2018-10-15 15:53:40,2018-10-15 15:53:40,0.251s,PASSED
click,Chrome 69.0.3497.100,Click confirm button,2018-10-15 15:53:40,2018-10-15 15:53:41,1.212s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point,2018-10-15 15:53:41,2018-10-15 15:53:41,0.037s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-15 15:53:41,2018-10-15 15:53:42,0.857s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_03_Verify that user login invalid email shows error message,Chrome 69.0.3497.100,Input invalid email to test error message,2018-10-15 15:53:42,2018-10-15 15:53:52,9.456s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Open Consumer Login page,2018-10-15 15:53:42,2018-10-15 15:53:49,6.504s,PASSED
customkeyword.CommonKeyword.LoginConsumer,Chrome 69.0.3497.100,Login Invalid Consumer Email,2018-10-15 15:53:49,2018-10-15 15:53:51,1.760s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify error message,2018-10-15 15:53:51,2018-10-15 15:53:51,0.039s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-15 15:53:51,2018-10-15 15:53:52,0.802s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_04_Verify that user login invalid password shows error message,Chrome 69.0.3497.100,Input invalid password to test error message,2018-10-15 15:53:52,2018-10-15 15:54:01,8.960s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Open Consumer Login page,2018-10-15 15:53:52,2018-10-15 15:53:58,6.235s,PASSED
customkeyword.CommonKeyword.LoginConsumer,Chrome 69.0.3497.100,Login Invalid Consumer Email,2018-10-15 15:53:58,2018-10-15 15:54:00,1.583s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify error message,2018-10-15 15:54:00,2018-10-15 15:54:00,0.034s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-15 15:54:00,2018-10-15 15:54:01,0.873s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_05_Verify that clicking on Cancel button to cancel login and redirect to Pirq homepage,Chrome 69.0.3497.100,Test cancel button,2018-10-15 15:54:01,2018-10-15 15:54:10,9.239s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Open Consumer Login page,2018-10-15 15:54:01,2018-10-15 15:54:07,6.311s,PASSED
click,Chrome 69.0.3497.100,Click Cancel button,2018-10-15 15:54:07,2018-10-15 15:54:09,1.689s,PASSED
verifyElementNotPresent,Chrome 69.0.3497.100,Verify point: Redirect to Homepage,2018-10-15 15:54:09,2018-10-15 15:54:09,0.121s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-15 15:54:09,2018-10-15 15:54:10,0.852s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_06_Verify that user login valid email and password redirect to account page,Chrome 69.0.3497.100,Successfully login to test redirect to Account page,2018-10-15 15:54:10,2018-10-15 15:54:19,9.305s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Open Consumer Login page,2018-10-15 15:54:10,2018-10-15 15:54:16,6.182s,PASSED
customkeyword.CommonKeyword.LoginConsumer,Chrome 69.0.3497.100,Login with valid email and password,2018-10-15 15:54:16,2018-10-15 15:54:18,2.014s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point login successfully,2018-10-15 15:54:18,2018-10-15 15:54:18,0.036s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-15 15:54:18,2018-10-15 15:54:19,0.842s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_07_Verify that clicking on merchant login link (here) will redirect to merchant login page,Chrome 69.0.3497.100,Click Here link to test redirecting to Merchant login,2018-10-15 15:54:19,2018-10-15 15:54:31,11.625s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to Consumer Login page,2018-10-15 15:54:19,2018-10-15 15:54:26,6.210s,PASSED
click,Chrome 69.0.3497.100,Click Here link,2018-10-15 15:54:26,2018-10-15 15:54:30,4.404s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point,2018-10-15 15:54:30,2018-10-15 15:54:30,0.040s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-15 15:54:30,2018-10-15 15:54:31,0.742s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_08_Verify that clicking on Forgot password link will redirect to Reset password page,Chrome 69.0.3497.100,Click Forgot password link to test redirecting to Reset-password page,2018-10-15 15:54:31,2018-10-15 15:54:39,8.362s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to Consumer Login page,2018-10-15 15:54:31,2018-10-15 15:54:38,6.801s,PASSED
click,Chrome 69.0.3497.100,Click Forgot-Password link,2018-10-15 15:54:38,2018-10-15 15:54:38,0.463s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point,2018-10-15 15:54:38,2018-10-15 15:54:38,0.041s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-15 15:54:38,2018-10-15 15:54:39,0.760s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_09_Verify that sending reset password request with invalid email shows error message,Chrome 69.0.3497.100,Invalid email to test error message in Reset-Password page,2018-10-15 15:54:39,2018-10-15 15:54:49,9.487s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to Login page,2018-10-15 15:54:39,2018-10-15 15:54:46,6.323s,PASSED
click,Chrome 69.0.3497.100,Go to Forgot password page,2018-10-15 15:54:46,2018-10-15 15:54:46,0.643s,PASSED
setText,Chrome 69.0.3497.100,Input Invalid Email,2018-10-15 15:54:46,2018-10-15 15:54:46,0.215s,PASSED
click,Chrome 69.0.3497.100,Click Reset Password button,2018-10-15 15:54:46,2018-10-15 15:54:48,1.200s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point: error message,2018-10-15 15:54:48,2018-10-15 15:54:48,0.042s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-15 15:54:48,2018-10-15 15:54:49,0.853s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_10_Veriry that sending reset password request with valid email,Chrome 69.0.3497.100,Successfully valid email request to test the successful message and the link sent to user inbox,2018-10-15 15:54:49,2018-10-15 15:54:58,9.397s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to Login page,2018-10-15 15:54:49,2018-10-15 15:54:55,6.721s,PASSED
click,Chrome 69.0.3497.100,Go to Forgot password page,2018-10-15 15:54:56,2018-10-15 15:54:56,0.482s,PASSED
setText,Chrome 69.0.3497.100,Input Valid Email,2018-10-15 15:54:56,2018-10-15 15:54:56,0.294s,PASSED
click,Chrome 69.0.3497.100,Click Reset Password button,2018-10-15 15:54:56,2018-10-15 15:54:57,0.705s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point: error message,2018-10-15 15:54:57,2018-10-15 15:54:57,0.033s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-15 15:54:57,2018-10-15 15:54:58,0.961s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_11_Verify that changing password with invalid password shows error message,Chrome 69.0.3497.100,Invalid password to test error message,2018-10-15 15:54:58,2018-10-15 15:55:13,15.183s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to Yopmail,2018-10-15 15:54:58,2018-10-15 15:55:04,5.800s,PASSED
customkeyword.CommonKeyword.CheckYopmailLink,Chrome 69.0.3497.100,Check User inbox,2018-10-15 15:55:04,2018-10-15 15:55:08,4.395s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,Switch to control Pirq tab browser,2018-10-15 15:55:08,2018-10-15 15:55:12,3.374s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point,2018-10-15 15:55:12,2018-10-15 15:55:12,0.040s,PASSED
click,Chrome 69.0.3497.100,Click Forgot Password button,2018-10-15 15:55:12,2018-10-15 15:55:12,0.489s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point,2018-10-15 15:55:12,2018-10-15 15:55:12,0.039s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-15 15:55:12,2018-10-15 15:55:13,0.854s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_12_Verify that changing password with invalid confirm-password shows error message,Chrome 69.0.3497.100,Invalid confirm-password to test error message,2018-10-15 15:55:13,2018-10-15 15:55:29,15.533s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to Yopmail,2018-10-15 15:55:13,2018-10-15 15:55:19,5.820s,PASSED
customkeyword.CommonKeyword.CheckYopmailLink,Chrome 69.0.3497.100,Check User inbox,2018-10-15 15:55:19,2018-10-15 15:55:24,4.344s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,Switch to control Pirq tab browser,2018-10-15 15:55:24,2018-10-15 15:55:27,3.360s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify go to reset password page,2018-10-15 15:55:27,2018-10-15 15:55:27,0.043s,PASSED
setText,Chrome 69.0.3497.100,Set password,2018-10-15 15:55:27,2018-10-15 15:55:27,0.307s,PASSED
click,Chrome 69.0.3497.100,Click change password button,2018-10-15 15:55:27,2018-10-15 15:55:28,0.522s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point,2018-10-15 15:55:28,2018-10-15 15:55:28,0.034s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-15 15:55:28,2018-10-15 15:55:29,0.903s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_13_Verify that successfully changing password with valid pass,Chrome 69.0.3497.100,Successfully changing password to test the successful message,2018-10-15 15:55:29,2018-10-15 15:55:45,16.553s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to Yopmail,2018-10-15 15:55:29,2018-10-15 15:55:35,5.785s,PASSED
customkeyword.CommonKeyword.CheckYopmailLink,Chrome 69.0.3497.100,Check User inbox,2018-10-15 15:55:35,2018-10-15 15:55:39,4.548s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,Switch to control Pirq tab browser,2018-10-15 15:55:39,2018-10-15 15:55:43,4.113s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify Reset password page,2018-10-15 15:55:43,2018-10-15 15:55:43,0.037s,PASSED
setText,Chrome 69.0.3497.100,Set text New password,2018-10-15 15:55:43,2018-10-15 15:55:44,0.291s,PASSED
setText,Chrome 69.0.3497.100,Set text confirm password,2018-10-15 15:55:44,2018-10-15 15:55:44,0.203s,PASSED
click,Chrome 69.0.3497.100,Click change password button,2018-10-15 15:55:44,2018-10-15 15:55:44,0.495s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point,2018-10-15 15:55:44,2018-10-15 15:55:44,0.033s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-15 15:55:44,2018-10-15 15:55:45,0.858s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_14_Verify that successfully logging in with new password,Chrome 69.0.3497.100,To test login with new password,2018-10-15 15:55:45,2018-10-15 15:55:54,9.221s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Open Consumer Login page,2018-10-15 15:55:45,2018-10-15 15:55:51,6.002s,PASSED
customkeyword.CommonKeyword.LoginConsumer,Chrome 69.0.3497.100,Login with valid email and password,2018-10-15 15:55:51,2018-10-15 15:55:54,2.138s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point login successfully,2018-10-15 15:55:54,2018-10-15 15:55:54,0.040s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-15 15:55:54,2018-10-15 15:55:54,0.859s,PASSED
