Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/Consumer/Sign Up/ConsSig_01_12_Verify that submitting confirm account with invalid confirm-password,Chrome 69.0.3497.100,,2018-10-15 16:54:09,2018-10-15 16:54:30,21.101s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to user inbox,2018-10-15 16:54:09,2018-10-15 16:54:17,7.255s,PASSED
customkeyword.CommonKeyword.CheckYopmailLink,Chrome 69.0.3497.100,Check user inbox,2018-10-15 16:54:17,2018-10-15 16:54:22,5.911s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,Switch to control Pirq tab,2018-10-15 16:54:22,2018-10-15 16:54:26,4.060s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify direct link,2018-10-15 16:54:26,2018-10-15 16:54:27,0.049s,PASSED
setText,Chrome 69.0.3497.100,Set first name,2018-10-15 16:54:27,2018-10-15 16:54:27,0.375s,PASSED
setText,Chrome 69.0.3497.100,Set last name,2018-10-15 16:54:27,2018-10-15 16:54:27,0.339s,PASSED
setText,Chrome 69.0.3497.100,Set password,2018-10-15 16:54:27,2018-10-15 16:54:28,0.439s,PASSED
click,Chrome 69.0.3497.100,Click Confirm button,2018-10-15 16:54:28,2018-10-15 16:54:29,1.007s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point,2018-10-15 16:54:29,2018-10-15 16:54:29,0.064s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-15 16:54:29,2018-10-15 16:54:30,1.043s,PASSED
,,,,,,
Test Cases/Consumer/Sign Up/ConsSig_01_13_Verify that submitting successfully if full-fill valid information,Chrome 69.0.3497.100,Successfully confirm account to test the account created correctly,2018-10-15 16:54:30,2018-10-15 16:54:51,21.047s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to User inbox,2018-10-15 16:54:30,2018-10-15 16:54:37,7.308s,PASSED
customkeyword.CommonKeyword.CheckYopmailLink,Chrome 69.0.3497.100,Check Unser inbox,2018-10-15 16:54:37,2018-10-15 16:54:43,5.521s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,Switch to control Pirq tab,2018-10-15 16:54:43,2018-10-15 16:54:47,3.509s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verfiy direct link,2018-10-15 16:54:47,2018-10-15 16:54:47,0.078s,PASSED
setText,Chrome 69.0.3497.100,Set First Name,2018-10-15 16:54:47,2018-10-15 16:54:47,0.396s,PASSED
setText,Chrome 69.0.3497.100,Set Last name,2018-10-15 16:54:47,2018-10-15 16:54:48,0.523s,PASSED
setText,Chrome 69.0.3497.100,Set password,2018-10-15 16:54:48,2018-10-15 16:54:48,0.363s,PASSED
setText,Chrome 69.0.3497.100,Set confirm password,2018-10-15 16:54:48,2018-10-15 16:54:48,0.424s,PASSED
click,Chrome 69.0.3497.100,Click confirm button,2018-10-15 16:54:48,2018-10-15 16:54:50,1.419s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point,2018-10-15 16:54:50,2018-10-15 16:54:50,0.051s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-15 16:54:50,2018-10-15 16:54:51,1.098s,PASSED
